bus_id,route,passengers,speed_kmph,traffic,weather,time_period,day_type,congestion_score,delay_minutes
B042,R06,51,12,High,Clear,Afternoon,Weekday,95.44,10.3
B001,R04,52,25,Low,Rain,Night,Weekend,38.94,11.99
B039,R03,43,21,High,Cloudy,Morning,Weekday,86.98,13.32
B032,R03,52,40,Medium,Clear,Night,Weekend,63.85,6.0
B026,R08,28,29,High,Clear,Afternoon,Weekday,69.76,9.01
B017,R04,40,30,Medium,Rain,Morning,Weekday,50.17,10.11
B048,R01,32,26,High,Cloudy,Night,Weekday,66.88,9.99
B027,R03,52,20,High,Cloudy,Evening,Weekday,86.7,14.28
B024,R01,53,16,Medium,Cloudy,Evening,Weekend,66.88,7.74
B035,R03,38,30,High,Cloudy,Evening,Weekday,75.2,11.83
B046,R07,20,35,Low,Clear,Night,Weekday,28.98,2.64
B042,R05,40,26,Low,Clear,Morning,Weekday,39.26,7.34
B039,R07,11,41,Medium,Cloudy,Night,Weekend,43.15,5.0
B026,R03,22,24,High,Clear,Afternoon,Weekday,65.99,9.64
B049,R05,10,16,Medium,Clear,Night,Weekend,47.64,10.29
B038,R06,54,33,Medium,Cloudy,Evening,Weekday,73.23,10.55
B023,R01,32,37,Medium,Clear,Evening,Weekday,57.88,8.08
B022,R03,43,45,Low,Clear,Afternoon,Weekend,43.68,2.5
B004,R08,38,15,Medium,Rain,Night,Weekday,62.78,10.58
B049,R02,55,27,Medium,Cloudy,Evening,Weekday,66.34,11.2
B009,R08,45,33,High,Clear,Night,Weekend,79.29,5.92
B004,R02,33,42,Low,Rain,Evening,Weekday,26.55,7.45
B007,R04,8,38,Medium,Cloudy,Afternoon,Weekday,41.24,6.32
B023,R02,18,41,Low,Clear,Morning,Weekend,25.85,4.46
B002,R05,9,45,Low,Clear,Morning,Weekday,19.24,5.77
B049,R02,29,24,Medium,Clear,Evening,Weekend,55.67,7.64
B024,R02,43,8,Medium,Rain,Evening,Weekday,60.53,13.29
B040,R02,12,31,Low,Clear,Night,Weekday,28.13,6.42
B031,R03,19,31,Low,Cloudy,Morning,Weekday,23.88,7.56
B047,R04,23,8,High,Rain,Night,Weekend,63.88,9.9
B031,R01,15,30,High,Clear,Evening,Weekend,70.84,6.97
B047,R04,24,45,Low,Clear,Morning,Weekday,36.13,4.11
B040,R08,59,24,Medium,Clear,Night,Weekday,65.29,8.16
B048,R05,40,31,Low,Clear,Evening,Weekday,38.22,9.33
B043,R03,22,28,High,Cloudy,Night,Weekday,72.37,7.17
B034,R06,18,30,Medium,Cloudy,Night,Weekend,51.9,7.03
B024,R03,42,20,High,Clear,Evening,Weekday,72.22,11.92
B049,R07,29,46,Low,Clear,Night,Weekend,39.42,3.07
B026,R02,20,27,Medium,Clear,Night,Weekday,43.36,6.58
B016,R08,22,21,Medium,Rain,Morning,Weekday,43.98,12.3
B047,R02,5,44,Low,Cloudy,Night,Weekday,20.43,4.97
B013,R05,44,25,Low,Cloudy,Afternoon,Weekday,39.83,5.48
B015,R06,5,34,Medium,Clear,Evening,Weekday,42.64,9.74
B027,R08,5,29,Medium,Clear,Night,Weekend,43.28,6.75
B004,R07,55,30,Low,Clear,Evening,Weekday,55.98,8.17
B016,R03,25,34,Medium,Rain,Afternoon,Weekday,47.94,8.4
B030,R06,29,31,Low,Cloudy,Evening,Weekday,39.82,9.58
B044,R01,31,36,Low,Cloudy,Afternoon,Weekend,28.11,3.75
B030,R04,14,13,Medium,Cloudy,Afternoon,Weekend,40.81,6.82
B036,R03,54,32,Low,Clear,Morning,Weekday,42.3,8.53
B003,R06,16,30,Medium,Clear,Afternoon,Weekend,38.35,7.0
B022,R01,32,30,Medium,Clear,Morning,Weekday,58.24,11.0
B049,R01,53,35,Medium,Clear,Night,Weekday,72.6,8.7
B022,R07,36,15,Medium,Clear,Morning,Weekend,62.53,9.56
B050,R07,37,8,High,Clear,Morning,Weekday,70.79,13.09
B050,R04,12,13,Medium,Cloudy,Night,Weekday,57.4,6.18
B049,R01,46,29,Medium,Rain,Evening,Weekend,63.56,11.16
B012,R08,30,30,Low,Rain,Evening,Weekday,42.72,8.63
B021,R05,46,23,Medium,Clear,Night,Weekday,62.3,9.84
B004,R01,54,20,Medium,Clear,Afternoon,Weekday,66.36,8.19
B031,R06,45,24,Low,Cloudy,Morning,Weekday,40.62,9.89
B044,R07,6,20,Medium,Rain,Evening,Weekend,53.33,10.02
B031,R05,39,16,Low,Rain,Evening,Weekend,46.44,9.57
B023,R08,38,32,Low,Rain,Afternoon,Weekday,38.71,7.15
B020,R07,10,22,Low,Cloudy,Evening,Weekend,23.39,4.31
B015,R08,35,29,Medium,Clear,Evening,Weekday,61.23,8.43
B023,R07,27,11,High,Clear,Evening,Weekday,64.18,11.49
B028,R07,16,41,Low,Clear,Night,Weekday,17.13,5.64
B016,R01,58,36,Medium,Cloudy,Evening,Weekday,63.82,9.6
B037,R02,55,21,Low,Clear,Evening,Weekend,49.38,8.03
B021,R01,32,31,Low,Cloudy,Night,Weekend,41.31,3.99
B015,R07,19,8,High,Cloudy,Evening,Weekend,63.28,13.07
B017,R05,23,35,Medium,Clear,Afternoon,Weekday,59.19,6.98
B050,R01,16,36,Low,Rain,Morning,Weekend,25.32,6.18
B037,R07,54,40,Low,Clear,Night,Weekday,49.13,3.79
B013,R07,52,14,High,Rain,Night,Weekday,83.3,13.08
B019,R01,6,22,Low,Rain,Evening,Weekend,22.42,10.6
B030,R01,15,40,Low,Clear,Morning,Weekday,36.53,5.48
B045,R05,48,19,Medium,Clear,Afternoon,Weekday,61.32,10.75
B018,R08,41,41,Medium,Clear,Afternoon,Weekday,55.79,9.54
B014,R01,60,41,Medium,Cloudy,Morning,Weekend,73.33,11.15
B036,R04,42,8,High,Clear,Morning,Weekday,85.87,12.46
B036,R06,29,42,Low,Rain,Afternoon,Weekday,26.96,5.83
B020,R04,47,29,Medium,Clear,Evening,Weekday,65.34,11.33
B019,R05,25,22,Low,Cloudy,Morning,Weekday,35.18,5.89
B045,R02,46,8,Medium,Rain,Morning,Weekday,71.73,13.82
B044,R04,40,28,High,Cloudy,Evening,Weekday,77.99,10.41
B007,R08,13,40,Medium,Clear,Night,Weekday,53.23,5.29
B044,R07,16,23,Medium,Cloudy,Morning,Weekday,48.81,8.75
B004,R06,14,22,High,Clear,Evening,Weekday,65.5,10.51
B034,R03,50,36,Low,Clear,Afternoon,Weekday,41.29,7.03
B002,R06,9,34,Medium,Clear,Night,Weekend,46.98,5.6
B005,R04,37,20,High,Clear,Morning,Weekday,72.66,10.32
B010,R03,9,33,Medium,Cloudy,Evening,Weekday,39.04,6.99
B032,R05,20,45,Low,Clear,Night,Weekend,33.02,2.03
B042,R08,41,23,Low,Cloudy,Evening,Weekday,49.74,10.54
B041,R06,41,26,Low,Clear,Afternoon,Weekday,33.41,7.46
B013,R02,33,42,Low,Clear,Morning,Weekday,32.84,3.28
B039,R03,22,42,Medium,Clear,Evening,Weekday,52.46,8.57
B005,R03,33,26,Low,Clear,Morning,Weekday,33.74,11.31
B010,R06,10,49,Low,Clear,Evening,Weekend,15.6,4.75
B010,R04,57,33,Medium,Cloudy,Morning,Weekday,64.23,9.62
B038,R03,22,11,Medium,Rain,Morning,Weekday,53.45,11.65
B027,R05,36,19,Medium,Clear,Night,Weekend,56.6,6.03
B021,R06,46,30,Medium,Clear,Evening,Weekday,64.83,10.44
B008,R05,51,40,Low,Clear,Evening,Weekday,38.68,4.62
B001,R06,35,42,Low,Rain,Morning,Weekday,39.18,7.83
B028,R05,60,45,Low,Cloudy,Morning,Weekday,39.52,7.05
B049,R04,58,38,Medium,Cloudy,Night,Weekday,72.91,9.54
B039,R06,15,28,Low,Clear,Afternoon,Weekday,34.34,2.87
B014,R08,30,35,Medium,Clear,Evening,Weekend,48.03,7.34
B021,R07,32,41,Low,Clear,Morning,Weekday,33.14,7.24
B030,R02,31,25,High,Rain,Night,Weekend,68.09,10.85
B021,R04,23,20,Medium,Clear,Morning,Weekday,51.96,11.36
B049,R05,49,25,Medium,Cloudy,Evening,Weekday,65.26,11.38
B009,R08,31,29,High,Clear,Night,Weekday,68.81,8.11
B017,R06,24,40,Medium,Clear,Night,Weekday,49.11,6.4
B005,R04,7,32,Medium,Clear,Morning,Weekday,48.88,6.61
B031,R05,20,21,High,Cloudy,Morning,Weekend,72.78,9.9
B040,R01,43,42,Medium,Clear,Afternoon,Weekend,62.48,6.22
B038,R01,48,8,High,Rain,Afternoon,Weekday,89.49,15.19
B043,R03,33,41,Medium,Clear,Evening,Weekday,65.53,8.95
B019,R02,19,8,High,Clear,Evening,Weekday,70.19,10.75
B036,R01,34,27,Low,Clear,Night,Weekend,38.54,2.05
B050,R07,44,36,Low,Rain,Evening,Weekday,40.59,10.96
B033,R05,59,15,Medium,Clear,Afternoon,Weekday,70.35,6.6
B013,R04,53,39,Low,Clear,Afternoon,Weekday,42.97,6.05
B014,R06,5,33,Low,Clear,Afternoon,Weekday,14.07,2.94
B033,R04,33,36,Low,Clear,Morning,Weekday,40.49,6.68
B029,R03,57,32,Medium,Cloudy,Afternoon,Weekend,71.99,7.07
B043,R08,34,34,High,Clear,Afternoon,Weekday,77.35,9.47
B049,R04,44,27,Medium,Cloudy,Evening,Weekday,62.63,10.18
B036,R01,50,12,High,Cloudy,Afternoon,Weekend,81.52,11.43
B044,R04,36,32,Medium,Rain,Afternoon,Weekday,64.01,10.34
B010,R01,14,24,Low,Clear,Morning,Weekend,20.93,7.59
B031,R01,31,24,Low,Clear,Afternoon,Weekday,42.54,5.35
B006,R02,55,34,Medium,Rain,Evening,Weekday,70.42,10.93
B001,R03,12,25,Low,Cloudy,Morning,Weekday,27.46,7.15
B007,R07,55,25,Low,Clear,Night,Weekday,49.26,6.83
B027,R07,40,19,Medium,Clear,Afternoon,Weekday,65.07,9.21
B021,R05,46,20,Medium,Rain,Afternoon,Weekday,60.19,11.22
B028,R07,59,25,Medium,Clear,Afternoon,Weekday,73.43,10.47
B016,R01,39,8,High,Rain,Night,Weekend,77.5,13.5
B046,R06,40,27,Medium,Clear,Morning,Weekday,62.33,7.69
B023,R03,52,26,Medium,Clear,Morning,Weekday,58.13,9.47
B020,R05,60,8,High,Clear,Afternoon,Weekday,86.63,12.38
B038,R07,40,28,Low,Clear,Night,Weekend,48.77,4.53
B025,R07,29,42,Medium,Clear,Evening,Weekday,61.16,7.46
B028,R06,24,8,High,Rain,Night,Weekday,80.24,15.12
B005,R04,56,42,Medium,Cloudy,Afternoon,Weekday,73.7,8.59
B021,R03,49,30,High,Cloudy,Night,Weekend,81.33,7.83
B018,R06,57,18,Medium,Cloudy,Morning,Weekend,65.95,11.27
B047,R07,21,18,Medium,Clear,Morning,Weekday,55.45,10.68
B006,R03,27,35,Low,Clear,Morning,Weekend,38.9,6.45
B029,R03,29,24,High,Rain,Evening,Weekday,81.43,11.84
B019,R07,52,31,High,Clear,Night,Weekday,86.97,10.22
B033,R04,53,29,High,Clear,Afternoon,Weekend,86.18,7.71
B001,R04,35,8,Medium,Rain,Afternoon,Weekday,63.48,11.55
B045,R07,10,34,Low,Clear,Morning,Weekday,17.36,7.67
B003,R03,39,19,Low,Rain,Afternoon,Weekday,38.66,8.74
B042,R06,56,8,High,Rain,Evening,Weekend,86.71,15.26
B021,R02,60,27,Medium,Clear,Night,Weekday,68.77,6.72
B035,R01,8,50,Low,Clear,Evening,Weekday,30.63,5.32
B041,R04,44,10,Medium,Rain,Night,Weekday,65.09,14.16
B040,R07,24,19,Medium,Clear,Night,Weekday,52.62,11.15
B003,R08,45,27,Medium,Clear,Night,Weekday,54.87,9.61
B025,R02,58,35,Medium,Clear,Afternoon,Weekend,63.33,6.48
B045,R04,5,17,Medium,Cloudy,Afternoon,Weekday,46.54,8.14
B038,R08,49,19,High,Cloudy,Afternoon,Weekday,85.77,10.14
B045,R03,30,14,Low,Rain,Afternoon,Weekend,41.14,8.62
B020,R07,38,13,Low,Rain,Afternoon,Weekday,35.44,10.56
B044,R02,59,23,Medium,Rain,Afternoon,Weekday,69.71,9.55
B045,R07,14,17,High,Clear,Morning,Weekday,66.16,12.25
B034,R06,27,30,Medium,Cloudy,Morning,Weekend,57.93,8.42
B021,R06,55,34,Medium,Clear,Morning,Weekday,77.81,8.46
B048,R05,53,15,Medium,Clear,Evening,Weekday,63.69,8.53
B023,R01,28,8,Medium,Rain,Evening,Weekday,43.82,13.89
B006,R01,17,8,High,Clear,Evening,Weekday,70.94,13.49
B013,R04,33,8,High,Rain,Night,Weekday,78.57,13.08
B049,R01,50,34,Medium,Clear,Night,Weekday,55.92,7.39
B023,R07,31,28,Medium,Rain,Evening,Weekday,50.57,12.94
B009,R07,35,30,Low,Clear,Morning,Weekday,35.3,6.34
B017,R05,47,32,Medium,Clear,Afternoon,Weekday,69.22,8.95
B002,R08,14,29,Medium,Clear,Afternoon,Weekday,41.85,6.43
B019,R06,35,30,Medium,Clear,Afternoon,Weekday,56.16,7.94
B019,R08,43,36,Low,Clear,Night,Weekday,31.66,6.15
B007,R08,14,27,High,Rain,Evening,Weekday,69.44,15.64
B042,R02,28,37,Medium,Cloudy,Morning,Weekday,47.79,8.67
B042,R02,37,15,Medium,Clear,Afternoon,Weekday,69.37,7.52
B020,R06,18,42,Low,Clear,Evening,Weekday,24.75,5.36
B009,R03,39,37,Medium,Clear,Evening,Weekday,64.25,8.4
B017,R06,49,15,High,Clear,Night,Weekday,87.18,11.94
B027,R02,38,36,Medium,Cloudy,Night,Weekday,54.67,7.15
B047,R08,21,14,Medium,Clear,Night,Weekday,56.05,8.31
B002,R04,25,35,Low,Cloudy,Night,Weekday,22.39,6.78
B036,R05,36,15,Medium,Clear,Evening,Weekday,57.87,12.16
B019,R08,7,31,High,Cloudy,Night,Weekday,67.03,7.77
B017,R06,19,17,Medium,Cloudy,Afternoon,Weekday,48.29,10.58
B005,R03,12,8,High,Clear,Morning,Weekday,60.28,15.12
B039,R08,36,8,High,Rain,Night,Weekday,85.9,12.43
B018,R04,42,13,High,Cloudy,Afternoon,Weekday,80.36,10.24
B007,R06,30,34,High,Cloudy,Morning,Weekday,72.22,8.76
B017,R04,34,33,Low,Clear,Night,Weekend,31.47,6.63
B039,R08,13,8,High,Rain,Night,Weekend,66.98,10.5
B036,R06,36,29,Low,Cloudy,Morning,Weekday,36.93,6.67
B040,R04,15,44,Low,Clear,Afternoon,Weekday,26.05,7.47
B045,R07,26,28,Low,Clear,Afternoon,Weekday,41.26,7.03
B004,R01,38,32,Low,Clear,Evening,Weekday,47.16,7.36
B038,R04,45,28,Medium,Clear,Evening,Weekend,63.75,9.11
B025,R07,22,23,Medium,Rain,Night,Weekday,54.44,7.48
B005,R08,23,48,Low,Clear,Afternoon,Weekday,24.05,3.78
B030,R01,58,24,Medium,Rain,Afternoon,Weekend,69.46,10.85
B012,R02,22,39,Medium,Clear,Night,Weekday,52.34,4.75
B004,R01,41,8,High,Clear,Morning,Weekday,79.41,13.24
B024,R04,22,21,Low,Rain,Morning,Weekday,28.82,13.08
B029,R05,16,37,Low,Clear,Evening,Weekday,24.05,8.69
B009,R05,8,50,Low,Cloudy,Night,Weekday,24.18,5.49
B004,R02,51,17,Low,Rain,Morning,Weekend,51.23,10.04
B024,R04,47,18,Medium,Rain,Night,Weekend,70.06,9.96
B014,R01,31,33,Medium,Rain,Afternoon,Weekday,55.5,10.58
B005,R05,55,31,Low,Rain,Morning,Weekend,52.83,8.71
B018,R06,9,26,Medium,Cloudy,Morning,Weekday,39.84,9.44
B042,R03,10,15,Medium,Clear,Morning,Weekday,47.82,10.76
B019,R04,17,34,High,Cloudy,Afternoon,Weekday,67.94,11.65
B012,R07,27,16,Low,Rain,Evening,Weekday,30.09,9.13
B018,R07,46,30,High,Clear,Night,Weekday,93.78,11.42
B017,R06,60,29,Medium,Clear,Morning,Weekday,67.63,9.46
B030,R06,29,46,Low,Cloudy,Afternoon,Weekday,32.67,6.56
B024,R04,50,21,High,Cloudy,Morning,Weekday,82.7,12.77
B011,R03,8,11,High,Clear,Night,Weekday,65.73,10.06
B035,R05,56,13,Medium,Cloudy,Night,Weekday,74.74,11.24
B023,R03,59,27,Medium,Cloudy,Morning,Weekday,63.74,11.78
B017,R02,36,42,Medium,Cloudy,Afternoon,Weekday,60.38,6.13
B001,R01,48,33,Low,Clear,Morning,Weekend,45.74,6.74
B015,R01,19,45,Low,Clear,Afternoon,Weekday,21.45,3.07
B032,R06,30,26,High,Cloudy,Evening,Weekday,81.75,11.75
B009,R05,46,8,High,Cloudy,Morning,Weekday,84.35,14.52
B015,R03,15,36,Low,Clear,Afternoon,Weekday,31.11,6.85
B028,R06,13,13,High,Clear,Morning,Weekday,56.13,8.64
B024,R04,15,27,Medium,Clear,Night,Weekend,54.82,7.77
B035,R06,6,22,Low,Clear,Night,Weekday,33.3,6.42
B022,R04,49,23,Medium,Rain,Morning,Weekday,63.75,10.96
B027,R04,31,22,Medium,Cloudy,Morning,Weekend,51.88,6.21
B019,R02,58,21,High,Rain,Afternoon,Weekday,76.76,13.57
B045,R02,30,33,High,Clear,Afternoon,Weekend,68.51,7.85
B012,R04,12,34,Low,Clear,Night,Weekend,30.18,3.65
B020,R08,25,29,Medium,Clear,Afternoon,Weekday,52.34,9.58
B001,R05,25,23,High,Cloudy,Night,Weekend,64.91,6.3
B021,R02,12,22,High,Clear,Evening,Weekday,73.63,9.45
B049,R02,5,26,Low,Cloudy,Morning,Weekday,19.15,4.37
B045,R01,42,42,Medium,Clear,Afternoon,Weekday,53.6,8.67
B001,R06,17,9,High,Clear,Night,Weekday,68.72,11.42
B010,R01,13,28,Low,Clear,Night,Weekday,29.05,5.33
B047,R05,32,17,Medium,Rain,Morning,Weekend,49.3,10.75
B032,R02,10,11,High,Clear,Morning,Weekday,63.5,11.12
B039,R07,51,37,Low,Clear,Morning,Weekday,53.19,6.81
B022,R08,27,8,High,Rain,Afternoon,Weekday,66.73,14.28
B018,R02,52,20,Low,Cloudy,Evening,Weekday,47.75,12.16
B048,R03,40,43,Low,Clear,Evening,Weekday,38.41,5.32
B046,R05,21,48,Low,Clear,Evening,Weekday,33.18,5.16
B032,R07,13,37,Low,Clear,Evening,Weekday,21.26,6.02
B027,R06,16,23,Low,Cloudy,Night,Weekend,29.17,0.75
B028,R06,26,29,Medium,Cloudy,Afternoon,Weekday,48.23,8.64
B018,R07,55,35,Low,Clear,Evening,Weekend,37.49,7.32
B039,R06,56,14,High,Rain,Evening,Weekday,80.95,16.61
B049,R08,16,42,Medium,Clear,Afternoon,Weekday,46.91,5.0
B029,R07,58,14,Medium,Clear,Afternoon,Weekday,70.17,10.4
B018,R05,10,18,Medium,Rain,Morning,Weekday,51.05,11.35
B044,R07,48,21,Medium,Clear,Morning,Weekend,65.79,9.45
B008,R07,13,33,Medium,Rain,Evening,Weekday,54.29,12.63
B031,R03,56,24,Low,Cloudy,Night,Weekday,46.99,7.67
B034,R03,41,11,High,Clear,Morning,Weekday,83.26,10.42
B007,R01,57,37,Medium,Clear,Afternoon,Weekend,63.59,6.79
B036,R05,7,37,Low,Clear,Morning,Weekday,25.07,7.42
B018,R05,38,34,Medium,Rain,Morning,Weekday,57.13,11.1
B038,R03,12,40,Medium,Clear,Afternoon,Weekday,43.59,7.02
B009,R04,14,24,Low,Clear,Evening,Weekday,27.35,9.75
B009,R04,51,30,High,Clear,Morning,Weekday,78.41,12.86
B046,R01,45,23,Medium,Cloudy,Morning,Weekend,64.16,9.82
B008,R08,46,40,Medium,Clear,Evening,Weekend,66.52,8.57
B035,R04,47,15,Medium,Clear,Morning,Weekend,59.98,9.45
B018,R04,13,8,High,Rain,Night,Weekend,67.41,11.63
B005,R04,18,32,Low,Clear,Evening,Weekend,35.25,8.05
B014,R08,41,25,Medium,Clear,Night,Weekend,64.27,8.26
B028,R02,31,33,Low,Cloudy,Afternoon,Weekend,34.83,4.17
B030,R01,45,23,Medium,Rain,Night,Weekend,64.48,9.64
B004,R03,36,29,Low,Clear,Afternoon,Weekday,45.46,6.05
B039,R04,8,41,Low,Clear,Evening,Weekday,25.27,6.33
B020,R06,6,12,High,Clear,Afternoon,Weekday,67.73,9.15
B025,R07,55,35,Medium,Clear,Afternoon,Weekday,71.48,6.26
B028,R02,37,37,Low,Cloudy,Afternoon,Weekday,38.97,6.12
B012,R08,25,28,Medium,Cloudy,Afternoon,Weekday,58.95,6.75
B002,R08,5,35,Medium,Cloudy,Night,Weekday,37.44,5.08
B043,R08,48,24,Low,Clear,Afternoon,Weekday,46.14,6.15
B014,R04,15,14,Low,Rain,Afternoon,Weekday,24.74,7.8
B022,R07,5,13,High,Clear,Morning,Weekend,66.96,11.17
B031,R07,50,8,Medium,Rain,Morning,Weekday,64.91,15.38
B023,R02,15,38,Medium,Clear,Morning,Weekday,52.27,8.75
B048,R01,11,11,High,Cloudy,Afternoon,Weekend,69.33,9.31
B020,R08,6,19,Medium,Clear,Morning,Weekday,40.9,6.92
B038,R06,19,25,Low,Clear,Night,Weekday,32.19,6.33
B004,R06,12,33,Low,Rain,Evening,Weekday,28.29,12.11
B015,R06,58,16,Medium,Clear,Evening,Weekend,67.98,10.36
B024,R08,56,25,High,Cloudy,Evening,Weekday,92.33,10.24
B025,R04,51,40,Low,Cloudy,Morning,Weekday,44.95,8.23
B001,R02,30,37,Low,Cloudy,Afternoon,Weekend,31.1,1.38
B007,R08,44,10,High,Cloudy,Evening,Weekend,83.43,10.93
B031,R06,46,23,Low,Clear,Night,Weekday,45.28,6.42
B012,R07,55,34,Medium,Clear,Morning,Weekend,52.61,10.25
B042,R08,39,13,Low,Rain,Morning,Weekday,51.49,11.56
B005,R07,56,33,Medium,Clear,Night,Weekday,82.15,7.3
B044,R05,50,13,Medium,Cloudy,Afternoon,Weekday,60.83,8.69
B050,R08,45,38,Low,Clear,Afternoon,Weekday,45.58,3.93
B042,R05,45,14,Medium,Clear,Night,Weekday,57.16,8.49
B038,R02,25,37,Medium,Clear,Night,Weekend,44.19,5.32
B012,R08,42,12,Medium,Cloudy,Morning,Weekday,58.71,10.92
B039,R04,12,41,Medium,Clear,Night,Weekday,39.07,6.73
B018,R04,47,32,Medium,Clear,Afternoon,Weekday,66.17,8.21
B002,R01,36,24,Medium,Clear,Afternoon,Weekday,62.4,6.34
B010,R01,12,19,Medium,Clear,Afternoon,Weekday,54.8,4.52
B015,R06,48,23,Medium,Clear,Afternoon,Weekend,64.24,6.73
B030,R03,14,41,Medium,Clear,Afternoon,Weekend,51.32,7.94
B044,R07,27,19,Medium,Cloudy,Morning,Weekend,55.45,8.16
B017,R01,8,45,Low,Clear,Night,Weekday,25.44,3.79
B004,R04,52,47,Low,Clear,Night,Weekend,41.01,2.01
B007,R07,56,39,Low,Rain,Evening,Weekday,46.8,9.58
B041,R03,42,10,High,Clear,Morning,Weekday,79.16,13.73
B031,R01,34,19,High,Rain,Morning,Weekday,79.95,15.04
B039,R02,45,19,Medium,Clear,Morning,Weekend,51.96,9.41
B034,R05,27,48,Low,Clear,Morning,Weekday,38.76,6.14
B006,R01,9,43,Low,Clear,Morning,Weekday,23.17,7.17
B050,R08,25,18,High,Clear,Afternoon,Weekend,69.17,9.22
B038,R01,60,33,High,Cloudy,Evening,Weekday,91.72,14.64
B045,R08,10,40,Low,Clear,Afternoon,Weekday,24.88,4.57
B034,R02,53,10,High,Cloudy,Evening,Weekday,87.29,12.76
B044,R04,21,23,Medium,Clear,Morning,Weekend,57.04,6.92
B015,R06,29,37,Low,Clear,Morning,Weekday,25.55,5.99
B014,R02,28,15,Medium,Cloudy,Night,Weekday,47.05,8.35
B006,R06,26,17,Medium,Cloudy,Morning,Weekend,50.23,10.24
B050,R01,17,14,High,Clear,Morning,Weekend,75.49,12.37
B037,R04,21,49,Low,Clear,Morning,Weekday,34.45,4.88
B050,R03,18,22,Low,Rain,Morning,Weekday,28.38,10.49
B032,R01,38,42,Low,Rain,Morning,Weekday,42.03,9.3
B003,R02,30,38,Low,Clear,Evening,Weekday,39.2,6.7
B003,R03,23,22,Medium,Rain,Night,Weekend,54.09,9.86
B022,R05,30,31,Low,Clear,Morning,Weekend,40.42,6.9
B022,R03,7,21,Medium,Rain,Morning,Weekend,44.38,13.33
B010,R02,6,31,Medium,Cloudy,Morning,Weekday,45.45,10.42
B003,R07,32,8,Medium,Rain,Evening,Weekday,58.48,15.7
B012,R03,6,41,Medium,Cloudy,Evening,Weekday,40.95,7.22
B029,R02,26,30,Medium,Clear,Night,Weekday,52.33,5.61
B048,R07,11,31,Low,Clear,Morning,Weekend,28.04,5.95
B017,R01,8,45,Low,Clear,Night,Weekday,19.12,0.85
B007,R07,53,30,Low,Clear,Afternoon,Weekday,42.88,6.38
B013,R04,42,34,Low,Clear,Evening,Weekday,39.69,8.5
B002,R05,43,23,Low,Rain,Morning,Weekday,41.77,9.12
B004,R07,24,30,Low,Clear,Evening,Weekday,31.9,7.81
B010,R04,10,33,Medium,Clear,Night,Weekend,44.91,6.63
B039,R04,13,13,High,Clear,Afternoon,Weekday,67.17,9.77
B024,R04,56,38,Low,Cloudy,Morning,Weekday,46.83,7.62
B017,R07,35,8,High,Clear,Evening,Weekday,74.09,14.27
B006,R02,30,23,Low,Clear,Afternoon,Weekday,35.18,8.75
B019,R08,40,8,Medium,Rain,Night,Weekday,63.19,12.41
B005,R02,30,19,Medium,Rain,Night,Weekday,59.3,11.8
B032,R05,32,9,High,Cloudy,Evening,Weekday,66.05,12.53
B010,R02,9,28,Low,Cloudy,Evening,Weekday,19.54,7.97
B009,R06,55,27,Low,Clear,Morning,Weekend,52.22,8.42
B027,R02,14,21,Low,Cloudy,Night,Weekday,25.6,6.43
B013,R02,22,30,Medium,Clear,Morning,Weekday,41.82,11.17
B019,R02,19,18,High,Clear,Evening,Weekday,75.61,11.33
B021,R01,37,34,High,Clear,Afternoon,Weekday,83.53,9.22
B024,R05,9,19,Medium,Clear,Morning,Weekday,38.59,11.09
B038,R06,41,30,Medium,Clear,Night,Weekday,54.64,7.4
B004,R02,44,8,High,Clear,Evening,Weekday,96.91,14.75
B024,R08,26,23,Medium,Cloudy,Evening,Weekday,48.41,12.58
B035,R05,26,46,Low,Clear,Morning,Weekday,39.08,6.88
B003,R03,26,15,High,Cloudy,Morning,Weekday,80.72,12.42
B004,R01,56,47,Low,Clear,Evening,Weekday,40.74,7.06
B037,R07,19,21,Low,Rain,Morning,Weekend,24.94,10.64
B040,R08,21,37,Low,Clear,Evening,Weekend,35.66,4.19
B048,R02,55,36,Medium,Cloudy,Night,Weekend,60.69,4.77
B035,R08,49,21,Medium,Cloudy,Afternoon,Weekend,59.14,6.56
B031,R06,32,17,Low,Rain,Morning,Weekday,35.02,10.79
B044,R01,26,26,Medium,Clear,Night,Weekday,52.37,5.83
B025,R06,25,28,High,Clear,Night,Weekday,77.95,12.52
B040,R07,46,23,High,Clear,Morning,Weekday,85.81,10.69
B013,R07,21,35,Medium,Clear,Night,Weekday,51.53,8.02
B004,R08,9,27,High,Clear,Evening,Weekend,63.76,8.56
B046,R01,22,15,High,Rain,Morning,Weekday,65.75,14.07
B014,R03,21,40,Low,Clear,Afternoon,Weekday,36.58,4.58
B013,R08,8,29,Low,Clear,Evening,Weekday,24.7,5.2
B027,R05,58,28,Medium,Clear,Night,Weekday,72.28,8.71
B006,R01,11,48,Low,Clear,Night,Weekend,26.61,4.57
B017,R04,29,18,Low,Rain,Afternoon,Weekday,35.06,8.8
B036,R07,41,13,Medium,Rain,Afternoon,Weekend,61.02,11.08
B040,R03,44,47,Low,Clear,Night,Weekday,42.02,5.31
B049,R08,44,49,Low,Clear,Afternoon,Weekend,41.29,4.23
B035,R07,47,21,Medium,Rain,Afternoon,Weekday,60.5,8.67
B017,R04,13,29,Medium,Clear,Night,Weekday,49.16,7.99
